Age,Gender,Region,District,Language Spoken by Student,Math Term 1,Physics Term 1,Chemistry Term 1,Math Term 2,Physics Term 2,Chemistry Term 2,Math Term 3,Physics Term 3,Chemistry Term 3,Attendance
17,Male,Eastern,Tororo,Runyankole,66,100,84,72,62,91,37,51,43,0.76
17,Female,Eastern,Mbarara,Luganda,66,100,31,54,74,100,66,75,91,0.88
15,Male,Northern,Arua,Acholi,93,100,89,48,50,86,82,96,57,0.76
17,Female,Western,Pader,Luganda,100,100,53,84,64,74,88,46,100,0.93
16,Male,Northern,Amuru,Luganda,88,100,36,78,100,78,83,100,74,0.93
17,Female,Eastern,Iganga,Luganda,78,79,26,33,76,61,45,50,35,0.9
15,Male,Northern,Mbarara,Runyankole,100,100,32,49,68,67,50,100,50,0.89
16,Female,Eastern,Kitgum,Rukiga,36,100,98,62,81,100,49,100,91,0.9
17,Male,Norternh,Gulu,Acholi,91,100,51,78,74,42,91,34,74,0.76
17,Male,Central,Kapchorwa,Teso,87,100,63,48,66,59,33,61,100,0.8
16,Male,Northern,Mpigi,Lugisu,45,99,90,81,56,100,64,91,90,0.99
17,Female,Western,Jinja,Runyankole,96,90,54,77,69,87,69,91,97,0.89
15,Female,Eastern,Mbale,Lusoga,83,67,75,100,55,99,86,80,81,0.98
15,Male,Northern,Tororo,Rukiga,66,89,60,36,95,65,84,46,70,0.76
15,Female,Northern,Rukungiri,Luganda,100,95,100,53,40,83,100,74,60,0.88
17,Male,Northern,Busia,Acholi,95,100,93,88,48,83,77,100,78,0.76
15,Male,Eastern,Amuru,Runyankole,82,44,100,92,47,100,94,46,100,0.89
16,Female,Western,Kapchorwa,Acholi,77,77,100,84,47,100,87,97,79,0.79
17,Female,Eastern,Kasese,Rukiga,84,44,46,58,64,45,84,56,47,0.85
16,Female,Western,Kabale,Luganda,85,100,66,58,65,100,77,47,84,0.83
17,Male,Northern,Tororo,Lusoga,89,83,97,79,83,100,78,43,100,0.76
16,Female,Northern,Mbale,Luo,82,71,100,77,77,82,72,54,100,0.8
15,Female,Eastern,Kampala,Lugisu,63,88,86,55,64,100,66,60,40,0.76
15,Male,Central,Kapchorwa,Lumasaba,85,100,100,76,49,100,82,95,99,0.76
17,Female,Eastern,Jinja,Alur,47,91,86,66,67,93,57,68,41,0.78
17,Female,Central,Arua,Acholi,100,67,55,65,72,70,94,36,61,0.84
15,Male,Eastern,Jinja,Runyankole,78,97,100,73,56,100,58,79,90,0.83
15,Female,Western,Ntungamo,Ateso,85,90,26,45,66,93,57,43,74,0.94
16,Male,Eastern,Bushenyi,Rukiga,50,75,87,64,59,92,85,95,84,0.79
17,Female,Central,Arua,Luganda,59,99,27,66,64,90,81,31,29,0.87
16,Female,Central,Iganga,Runyankole,95,100,62,68,80,84,53,59,61,0.91
15,Male,Central,Kampala,Rutooro,66,100,51,50,100,83,70,100,100,0.76
15,Female,Eastern,Kampala,Runyankole,85,95,100,100,68,100,55,78,93,0.87
15,Female,Northern,Mbarara,Runyankole,100,100,83,56,75,99,74,90,68,0.91
15,Female,Northern,Gulu,Acholi,66,93,100,76,76,100,83,77,80,0.91
15,Female,Eastern,Mbarara,Lumasaaba,82,76,100,100,55,100,89,66,70,0.88
16,Female,Western,Kitgum,Runyankole,61,100,70,43,78,65,49,76,59,0.85
15,Female,Eastern,Mukono,Runyankole,66,100,46,33,65,76,69,100,53,0.95
15,Female,Northern,Gulu,Luganda,87,72,98,60,72,41,55,77,60,0.89
17,Male,Northern,Kabale,Teso,92,79,86,83,53,100,93,76,80,0.88
15,Male,Eastern,Soroti,Acholi,76,38,97,65,61,56,65,17,100,0.76
15,Male,Eastern,Iganga,Runyankole,95,61,97,75,53,100,75,33,72,0.86
17,Female,Central,Apac,Lumasaaba,83,78,100,97,64,100,72,79,67,0.96
16,Male,Western,Kabale,Lugisu,63,59,72,29,56,72,75,61,69,0.9
17,Female,Central,Kabale,Acholi,95,95,30,53,80,86,100,56,80,0.99
17,Female,Eastern,Kabarole,Runyankole,74,87,48,54,58,72,99,52,23,0.85
16,Female,Eastern,Bushenyi,Luganda,61,100,36,75,92,94,79,69,93,0.9
15,Female,Central,Mbale,Luganda,100,100,100,93,37,99,94,67,53,0.88
16,Female,Northern,Mbarara,Rukiga,100,100,63,96,60,100,97,100,100,0.88
17,Female,Central,Mbarara,Luganda,100,100,71,74,50,100,66,32,100,0.9
16,Female,Central,Mbale,Luganda,81,100,38,44,79,91,79,93,40,0.81
16,Male,Northern,Masaka,Runyankole,59,99,68,64,62,100,81,79,85,0.76
15,Female,Eastern,Kabale,Lumasaaba,87,70,89,73,51,100,75,46,92,0.8
17,Female,Eastern,Kisoro,Sebei,99,100,71,82,92,91,73,54,91,0.88
16,Female,Western,Lira,Langi,94,91,50,42,76,95,64,19,52,0.91
15,Male,Western,Mbarara,Runyankole,98,42,81,50,45,91,64,29,91,0.76
17,Female,Northern,Masaka,Luganda,77,91,61,50,44,95,64,37,65,0.91
16,Male,Northern,Kasese,Luganda,92,80,49,52,38,84,82,71,100,0.9
15,Female,Northern,Tororo,Acholi,33,100,80,40,62,100,71,97,96,0.76
16,Female,Western,Kabale,Luganda,72,100,51,59,92,100,91,50,89,0.82
15,Female,Eastern,Pader,Acholi,87,85,78,87,13,75,93,40,58,0.88
16,Male,Central,Kabale,Runyoro,46,85,81,62,68,93,100,39,65,0.82
17,Female,Northern,Soroti,Luganda,100,99,69,42,51,79,57,62,56,0.91
15,Female,Eastern,Kampala,Lusamia,68,79,30,80,91,100,71,77,78,0.99
16,Female,Central,Gulu,Luganda,98,100,60,69,68,100,83,67,69,0.84
16,Male,Central,Kisoro,Rukonjo,86,48,79,78,68,80,65,50,66,0.94
16,Male,Northern,Mukono,Luganda,97,46,92,79,45,100,72,21,100,0.88
16,Female,Central,Mbale,Runyankole,95,97,67,88,52,92,94,100,72,0.93
16,Male,Eastern,Kampala,Rutooro,95,87,99,66,76,80,100,60,80,0.78
17,Female,Western,Tororo,Runyankole,79,85,90,56,51,97,76,100,86,0.82
16,Female,Central,Tororo,Luganda,26,44,97,45,88,64,60,51,56,0.93
15,Female,Central,Rukungiri,Lumasaba,68,29,100,79,56,100,65,33,100,0.89
15,Female,Central,Mbale,Luganda,100,67,85,97,52,80,77,85,94,0.88
15,Male,Central,Gulu,Runyankole,73,100,75,63,72,81,60,41,100,0.84
16,Female,Northern,Mbale,Rutooro,57,90,84,57,72,91,95,31,41,0.9
15,Male,Northern,Mbarara,Luganda,38,98,55,83,54,94,66,57,75,0.83
15,Female,Northern,Mbarara,Luganda,77,100,72,100,68,100,95,97,85,0.88
16,Male,Norternh,Soroti,Acholi,70,70,100,74,53,90,97,86,68,0.86
15,Male,Eastern,Gulu,Rutooro,70,85,64,79,65,100,74,44,66,0.9
15,Female,Eastern,Mubende,Lusoga,98,76,71,46,66,81,76,46,93,0.8
16,Female,Central,Kitgum,Luganda,60,36,80,82,50,98,43,63,92,0.98
16,Female,Central,Mityana,Luganda,64,99,50,54,78,100,53,53,99,0.86
17,Female,Western,Apac,Luganda,100,65,89,49,55,70,71,64,94,0.87
16,Male,Central,Wakiso,Luganda,45,93,30,44,86,100,77,70,20,0.99
15,Female,Western,Jinja,Runyankole,70,58,35,36,69,93,43,37,90,0.9
16,Male,Northern,Lira,Luganda,79,82,65,60,56,100,81,78,33,0.82
15,Male,Eastern,Jinja,Acholi,85,96,95,85,27,94,94,79,91,0.86
17,Male,Western,Gulu,Lugbara,87,29,71,72,52,100,72,56,67,0.94
15,Male,Central,Soroti,Acholi,65,95,64,66,72,62,99,100,42,0.84
15,Female,Central,Soroti,Luganda,56,55,91,75,100,88,44,60,72,0.91
15,Male,Western,Bushenyi,Langi,91,92,100,96,82,98,84,49,89,0.9
16,Male,Northern,Arua,Luganda,83,99,62,67,70,86,84,75,94,0.82
17,Male,Northern,Kapchorwa,Acholi,100,91,58,68,34,71,56,46,42,0.76
16,Male,Norternh,Kampala,Langi,83,33,100,100,20,100,47,21,95,0.91
15,Female,Eastern,Amuru,Lusoga,59,85,59,49,100,76,34,78,100,0.83
15,Male,Eastern,Apac,Luganda,100,99,98,81,45,98,98,59,100,0.9
15,Female,Northern,Kapchorwa,Runyankole,82,85,61,44,81,54,79,66,95,0.83
17,Female,Central,Kitgum,Runyankole,77,78,100,68,56,90,58,78,75,0.76
15,Male,Central,Kitgum,Luganda,39,100,52,47,100,100,65,90,100,0.89
15,Female,Eastern,Arua,Luganda,88,68,94,65,56,50,67,74,27,0.84
17,Female,Central,Soroti,Ateso,55,54,83,53,79,65,86,62,56,0.83
17,Female,Western,Mbale,Rutooro,61,84,68,69,39,100,53,17,95,0.76
15,Female,Northern,Jinja,Runyankole,76,80,74,67,45,92,81,23,83,0.86
17,Male,Central,Gulu,Runyankole,46,100,83,70,80,52,54,100,64,0.86
15,Female,Northern,Gulu,Luganda,72,53,87,73,70,79,45,61,98,0.8
15,Female,Northern,Kitgum,Luganda,70,39,59,50,43,67,40,81,48,0.77
15,Male,Central,Mpigi,Langi,98,63,65,95,74,100,40,30,76,0.92
17,Male,Eastern,Jinja,Rukonjo,97,100,39,50,53,98,59,56,43,0.94
16,Female,Eastern,Kabale,Rukiga,76,73,53,56,100,73,72,70,77,0.86
17,Female,Central,Tororo,Luganda,71,93,50,47,82,100,93,66,58,0.99
16,Female,Western,Rukungiri,Acholi,87,72,100,76,51,98,59,78,100,0.76
15,Female,Northern,Kampala,Runyankole,87,100,84,76,45,91,88,100,90,0.76
15,Female,Central,Entebbe,Runyankole,79,69,42,77,68,100,95,88,19,0.89
15,Female,Northern,Kampala,Luganda,22,91,100,69,80,100,49,52,99,0.88
15,Female,Eastern,Mbale,Luganda,67,43,87,70,43,100,48,39,71,0.76
15,Female,Central,Tororo,Alur,44,100,71,46,98,76,65,76,75,0.93
16,Female,Northern,Kitgum,Runyoro,76,100,78,23,73,92,87,94,58,0.82
15,Male,Northern,Arua,Acholi,99,79,35,51,69,86,66,17,81,0.9
17,Female,Northern,Gulu,Luganda,56,37,94,84,61,87,63,98,80,0.95
17,Female,Northern,Soroti,Luganda,50,74,46,58,61,45,75,59,36,0.94
15,Male,Western,Gulu,Acholi,82,100,52,40,79,95,67,55,88,0.93
17,Female,Western,Mbarara,Luganda,80,45,42,43,70,100,42,17,58,0.9
16,Male,Western,Mbale,Rukiga,98,100,42,50,61,94,55,90,88,0.88
16,Female,Northern,Arua,Luganda,100,100,46,61,45,100,100,100,68,0.84
15,Female,Northern,Mbale,Lusoga,76,54,71,51,46,89,82,32,85,0.88
15,Male,Northern,Tororo,Acholi,85,100,83,44,64,80,62,72,58,0.82
17,Male,Central,Mbale,Lumasaaba,74,32,87,66,69,78,66,19,84,0.89
17,Male,Central,Gulu,Lugbara,61,48,100,66,53,100,97,17,99,0.83
15,Female,Eastern,Kabale,Lusamia,96,70,82,62,71,100,100,67,95,0.94
15,Female,Eastern,Kabale,Luganda,49,100,36,72,84,94,44,48,81,0.83
16,Male,Eastern,Kabale,Teso,78,92,56,65,60,55,83,80,52,0.97
16,Female,Eastern,Kampala,Luganda,87,96,56,47,100,100,91,100,100,0.89
15,Male,Eastern,Mukono,Runyankole,89,81,45,66,55,100,67,89,47,0.92
15,Female,Eastern,Jinja,Luganda,57,100,60,43,28,97,79,75,89,0.87
16,Male,Central,Bushenyi,Runyankole,83,64,99,100,48,100,62,87,100,0.96
15,Male,Northern,Wakiso,Runyankole,43,93,79,55,48,71,44,51,39,0.9
17,Male,Eastern,Mukono,Runyankole,100,78,50,74,69,67,87,53,76,0.87
17,Male,Eastern,Soroti,Acholi,100,99,65,63,87,93,83,61,100,0.78
17,Female,Northern,Mbale,Rukiga,88,100,81,97,55,99,64,92,61,0.91
16,Male,Northern,Apac,Runyankole,56,100,57,85,76,96,65,100,71,0.9
15,Male,Eastern,Kabale,Acholi,98,89,86,83,70,100,94,75,84,0.84
15,Female,Northern,Mityana,Luganda,100,64,77,52,53,99,92,55,99,0.87
16,Male,Western,Lira,Luganda,90,94,88,54,35,99,92,67,90,0.84
17,Female,Eastern,Rukungiri,Luganda,78,91,35,31,74,89,79,38,52,0.85
15,Female,Northern,Gulu,Luganda,75,22,56,76,81,70,84,59,85,0.88
16,Male,Eastern,Mbarara,Luganda,88,100,45,66,38,61,44,80,66,0.83
15,Male,Central,Soroti,Luganda,56,85,100,61,82,72,88,33,96,0.87
17,Female,Central,Mityana,Luganda,44,100,68,59,79,89,58,70,80,0.82
16,Female,Central,Kabarole,Luo,86,94,72,60,79,62,60,84,50,0.89
15,Male,Eastern,Kampala,Acholi,62,96,76,55,75,59,77,76,83,0.86
17,Male,Western,Masaka,Rutooro,29,75,69,52,63,40,75,99,53,0.93
17,Female,Western,Apac,Lumasaba,51,87,96,40,38,54,33,66,66,0.8
16,Female,Eastern,Mbale,Luganda,61,54,73,51,57,74,80,33,61,0.79
16,Female,Norternh,Mbale,Langi,90,100,75,70,57,100,90,92,65,0.83
15,Female,Central,Kitgum,Luganda,66,96,26,42,90,81,49,71,41,0.97
16,Female,Eastern,Tororo,Runyankole,86,85,60,83,53,70,94,74,53,0.99
16,Female,Central,Mukono,Runyoro,54,64,78,46,66,89,71,87,77,0.79
16,Male,Western,Soroti,Runyankole,80,100,77,55,80,100,90,79,70,0.97
17,Male,Northern,Kampala,Lusoga,72,94,67,67,68,85,94,81,51,0.89
16,Female,Northern,Gulu,Alur,96,94,59,79,75,56,74,44,27,0.9
17,Male,Northern,Kitgum,Alur,56,94,80,64,50,100,87,35,59,0.95
15,Male,Eastern,Kitgum,Luganda,100,100,62,51,47,100,99,46,74,0.83
15,Female,Northern,Entebbe,Luganda,65,52,86,60,69,85,61,53,93,0.93
17,Female,Northern,Entebbe,Luganda,96,100,27,52,75,67,68,74,45,0.87
17,Female,Northern,Mbale,Luganda,25,89,55,68,55,100,76,72,74,0.94
15,Male,Western,Mbarara,Ateso,60,85,81,63,55,81,80,50,51,0.95
15,Female,Central,Mityana,Luganda,62,95,83,88,60,97,79,42,48,0.84
17,Female,Eastern,Gulu,Rutooro,48,64,82,44,28,100,53,62,81,0.9
15,Male,Central,Gulu,Lusoga,83,100,69,78,99,65,64,74,74,0.89
15,Male,Central,Gulu,Luganda,76,92,52,66,89,78,72,100,75,0.76
17,Male,Central,Arua,Lusoga,38,100,71,42,73,97,61,51,60,0.76
17,Female,Northern,Mbale,Luo,90,100,61,83,77,87,72,73,99,0.9
17,Male,Eastern,Kitgum,Luganda,63,67,96,72,97,84,60,71,96,0.9
17,Male,Eastern,Lira,Lumasaaba,73,94,64,67,85,51,86,50,68,0.99
16,Male,Eastern,Mbale,Acholi,63,85,46,64,87,63,62,91,77,0.86
15,Male,Northern,Busia,Luo,100,53,85,92,43,100,100,20,94,0.89
17,Female,Central,Gulu,Luganda,55,81,86,88,89,78,70,60,82,0.88
16,Male,Northern,Kampala,Acholi,100,100,77,89,64,96,53,28,84,0.76
15,Female,Central,Gulu,Acholi,70,100,100,56,96,67,79,100,66,0.92
15,Female,Northern,Kitgum,Lusamia,76,61,75,48,57,69,63,35,51,0.82
16,Male,Northern,Mbarara,Runyankole,85,100,74,59,79,72,92,66,68,0.88
15,Female,Western,Mbale,Teso,69,38,43,26,48,51,64,43,39,0.87
15,Female,Western,Pallisa,Luganda,46,90,77,80,81,100,35,84,100,0.94
17,Female,Eastern,Mbale,Runyankole,76,98,45,52,76,100,86,66,25,0.92
15,Female,Central,Mbarara,Runyankole,100,55,63,80,75,100,99,47,100,0.93
17,Male,Central,Mbarara,Acholi,98,88,69,78,23,100,94,87,72,0.89
16,Male,Eastern,Kasese,Lusoga,100,100,84,42,25,100,83,96,91,0.76
17,Female,Western,Mbale,Langi,41,100,70,26,73,96,44,41,64,0.76
17,Female,Eastern,Kitgum,Luganda,96,66,29,69,53,66,49,24,61,0.89
15,Male,Northern,Mbarara,Ateso,54,79,83,48,52,87,88,77,71,0.96
17,Male,Northern,Kabale,Luganda,60,94,56,47,47,100,68,78,98,0.88
15,Female,Eastern,Gulu,Luganda,60,85,81,52,73,100,45,65,93,0.82
16,Male,Northern,Mbale,Luganda,100,100,88,85,55,95,76,73,49,0.82
17,Male,Northern,Gulu,Japadhola,78,96,40,62,48,84,89,87,38,0.88
17,Female,Eastern,Kasese,Lusoga,52,97,97,71,96,100,49,49,100,0.76
15,Female,Central,Soroti,Luganda,69,100,63,65,71,96,54,57,87,0.88
17,Male,Central,Mbale,Luganda,53,84,92,69,57,100,89,78,55,0.96
16,Female,Western,Kasese,Runyankole,62,73,100,72,13,100,39,48,75,0.91
15,Female,Central,Arua,Luganda,87,100,73,71,48,100,100,79,49,0.94
15,Female,Northern,Lira,Acholi,83,67,83,51,72,44,76,31,79,0.86
15,Female,Eastern,Gulu,Ateso,100,89,37,67,77,87,86,50,94,0.89
17,Female,Eastern,Kabale,Runyankole,98,53,88,100,48,95,44,48,73,0.89
17,Female,Central,Jinja,Runyoro,58,100,50,67,92,100,56,100,79,0.95
17,Female,Northern,Mbale,Runyankole,96,100,91,66,53,100,70,100,67,0.83
15,Female,Western,Kabale,Luganda,100,72,38,56,72,61,62,17,92,0.93
16,Male,Central,Apac,Runyankole,92,78,46,54,86,100,82,29,99,0.89
15,Male,Western,Bushenyi,Luganda,49,90,65,83,77,84,83,58,100,0.89
17,Female,Eastern,Mbarara,Acholi,64,94,66,78,48,88,85,82,46,0.99
15,Female,Western,Kitgum,Runyankole,52,100,26,57,94,74,42,61,83,0.9
17,Female,Northern,Entebbe,Ateso,85,89,64,78,63,94,100,85,45,0.95
17,Male,Western,Iganga,Runyankole,61,84,68,68,58,54,55,72,65,0.98
17,Male,Northern,Mbale,Lango,95,82,100,85,45,100,56,35,84,0.76
16,Female,Western,Gulu,Luganda,83,61,27,63,59,86,87,31,74,0.99
17,Male,Eastern,Rukungiri,Luganda,28,100,76,61,56,61,59,100,62,0.84
15,Female,Northern,Soroti,Runyoro,100,97,66,60,43,95,69,25,55,0.76
15,Female,Central,Jinja,Runyankole,83,55,100,79,47,82,78,80,100,0.77
15,Female,Central,Mbarara,Luganda,52,100,76,90,87,82,42,50,100,0.85
17,Male,Central,Ntungamo,Runyankole,81,90,77,26,64,62,100,73,71,0.85
15,Female,Northern,Mukono,Ateso,76,67,82,51,40,82,88,46,53,0.92
17,Female,Western,Pader,Runyoro,85,88,26,56,75,61,84,76,96,0.93
17,Female,Western,Mbarara,Runyankole,86,80,89,58,73,76,88,42,78,0.96
15,Female,Western,Jinja,Luo,87,77,100,64,48,97,85,57,98,0.9
15,Female,Central,Mbarara,Lusoga,88,100,62,51,60,55,100,66,23,0.9
17,Female,Western,Wakiso,Acholi,47,82,80,84,60,89,55,45,100,0.85
17,Female,Eastern,Ntungamo,Acholi,89,58,93,72,69,67,100,98,61,0.99
15,Female,Eastern,Jinja,Lusamia,80,58,86,64,52,92,56,30,100,0.94
15,Male,Central,Soroti,Luganda,35,39,80,81,54,87,50,19,57,0.91
16,Male,Northern,Mpigi,Runyankole,88,100,60,79,88,100,61,41,74,0.9
16,Male,Central,Wakiso,Luganda,92,28,61,70,47,73,92,33,99,0.88
15,Female,Northern,Mbale,Luganda,70,100,92,60,79,100,59,59,93,0.87
15,Male,Eastern,Kapchorwa,Luganda,81,100,56,52,52,60,100,89,53,0.98
15,Female,Eastern,Kasese,Acholi,88,86,100,82,51,66,88,93,61,0.9
15,Male,Western,Wakiso,Rukiga,42,100,90,64,74,97,89,85,49,0.88
15,Male,Central,Mbarara,Teso,90,100,82,85,76,96,99,71,84,0.8
15,Male,Northern,Kitgum,Ateso,70,100,56,40,75,66,53,100,87,0.93
15,Female,Central,Busia,Rukiga,67,100,84,59,88,79,42,84,100,0.88
15,Male,Eastern,Kampala,Acholi,92,100,48,42,85,72,74,82,87,0.91
15,Female,Central,Lira,Luganda,71,98,93,75,83,100,67,54,80,0.82
15,Female,Northern,Kitgum,Ateso,94,100,88,69,50,100,85,92,66,0.83
16,Female,Central,Pader,Rukiga,96,100,39,52,51,100,72,76,91,0.97
16,Female,Northern,Tororo,Luganda,100,100,26,63,61,94,76,76,78,0.95
17,Male,Central,Tororo,Alur,96,100,53,41,51,81,77,73,24,0.76
16,Female,Northern,Kabale,Luganda,95,60,33,52,81,72,86,52,93,0.88
17,Female,Western,Jinja,Luganda,79,91,100,100,66,100,62,88,99,0.76
16,Female,Northern,Jinja,Luganda,84,69,37,37,87,53,61,84,60,0.9
16,Male,Eastern,Masindi,Rukiga,84,88,46,30,89,63,81,82,72,0.88
15,Female,Eastern,Arua,Lumasaba,50,87,59,60,53,67,74,52,57,0.82
16,Female,Eastern,Mbarara,Luganda,92,64,63,65,41,100,63,17,70,0.92
15,Female,Western,Wakiso,Ateso,98,100,43,27,71,39,90,88,88,0.96
16,Female,Northern,Kabale,Rutooro,70,82,100,80,76,100,46,41,98,0.76
17,Female,Western,Mpigi,Rukonjo,100,99,65,74,81,93,66,78,100,0.84
17,Male,Central,Kampala,Acholi,31,100,57,57,59,93,50,52,47,0.82
17,Female,Western,Mukono,Luganda,68,85,61,45,93,90,80,86,47,0.95
15,Male,Northern,Gulu,Rukiga,99,16,51,45,55,73,53,25,92,0.87
16,Female,Central,Mukono,Sebei,68,53,94,68,53,99,87,79,100,0.95
15,Female,Central,Mbale,Acholi,69,100,66,45,88,100,91,87,34,0.99
17,Male,Northern,Bushenyi,Acholi,81,100,96,70,100,100,73,100,100,0.81
15,Female,Northern,Kampala,Runyankole,60,98,47,64,100,68,96,73,74,0.87
15,Female,Northern,Kampala,Luganda,86,85,82,33,87,82,52,36,92,0.79
16,Male,Eastern,Mbarara,Acholi,91,100,50,93,56,90,91,93,28,0.99
17,Female,Eastern,Entebbe,Lusamia,66,100,67,56,69,94,64,72,50,0.84
15,Male,Northern,Kampala,Luganda,93,78,58,77,78,60,89,51,70,0.89
17,Female,Northern,Kasese,Sebei,75,70,47,61,67,84,80,60,74,0.79
16,Male,Central,Kitgum,Lusoga,72,55,96,82,62,100,47,64,84,0.93
17,Female,Northern,Kabarole,Acholi,59,100,60,58,100,75,80,87,69,0.93
16,Female,Eastern,Bushenyi,Lugisu,81,100,100,62,59,77,77,100,91,0.78
16,Male,Northern,Mbale,Rukiga,83,85,99,70,52,100,79,17,87,0.76
15,Female,Western,Kabale,Alur,55,58,94,79,57,80,71,48,69,0.88
17,Female,Eastern,Kitgum,Luganda,48,100,68,65,85,96,19,68,79,0.76
15,Female,Western,Mpigi,Luganda,96,92,68,62,53,69,77,38,98,0.87
16,Male,Northern,Kabale,Lusoga,83,100,68,83,49,100,72,98,78,0.83
15,Male,Eastern,Mukono,Lusamia,58,64,100,74,75,100,57,57,100,0.87
17,Female,Eastern,Mbale,Luganda,79,70,68,72,57,75,76,28,61,0.9
17,Male,Northern,Gulu,Runyankole,93,94,73,54,79,98,75,64,100,0.89
16,Male,Northern,Kabale,Lumasaba,35,80,46,59,67,66,19,63,73,0.76
15,Female,Eastern,Soroti,Luganda,70,59,50,40,68,98,80,60,47,0.87
15,Female,Northern,Iganga,Luganda,82,100,53,42,85,93,83,97,90,0.86
17,Male,Eastern,Tororo,Luganda,89,81,79,56,69,79,69,55,94,0.76
16,Male,Eastern,Kapchorwa,Runyankole,100,100,82,90,54,100,95,68,94,0.89
16,Female,Northern,Kampala,Luganda,54,25,73,70,85,76,69,54,83,0.89
17,Male,Western,Arua,Luganda,88,100,100,66,40,100,100,95,62,0.91
15,Female,Northern,Mukono,Rukonjo,74,98,86,62,61,100,65,67,100,0.76
17,Male,Western,Tororo,Acholi,77,100,95,78,68,81,72,73,71,0.92
15,Male,Northern,Lira,Luganda,67,89,52,81,94,62,65,92,94,0.79
15,Female,Central,Mbale,Ateso,65,100,38,59,100,100,91,71,84,0.94
15,Female,Eastern,Mityana,Runyankole,73,70,91,86,40,96,90,25,52,0.81
16,Female,Northern,Gulu,Luganda,94,100,96,100,71,76,100,100,71,0.98
16,Male,Western,Kitgum,Runyankole,83,58,62,83,86,87,67,70,99,0.95
15,Female,Western,Kitgum,Luganda,63,100,85,86,82,100,77,91,86,0.91
15,Female,Eastern,Kasese,Luganda,70,100,60,78,64,74,57,83,64,0.94
17,Male,Western,Arua,Acholi,100,100,100,85,56,100,93,68,81,0.89
17,Female,Eastern,Gulu,Acholi,93,100,95,58,57,100,100,100,61,0.84
17,Male,Eastern,Mbale,Acholi,78,100,58,46,58,100,60,95,87,0.81
16,Male,Eastern,Wakiso,Luganda,79,88,88,97,62,100,59,62,100,0.81
16,Male,Central,Kampala,Lusoga,70,100,74,86,77,100,55,68,100,0.84
16,Male,Northern,Bushenyi,Japadhola,100,74,54,89,40,100,61,17,79,0.81
16,Male,Western,Mbarara,Lumasaaba,79,81,100,93,50,85,34,100,80,0.81
15,Male,Eastern,Masaka,Langi,90,100,92,83,42,90,58,90,34,0.94
16,Female,Eastern,Bushenyi,Acholi,58,100,100,42,66,100,79,100,69,0.76
15,Female,Central,Pader,Luo,64,38,94,40,94,95,66,18,99,0.76
15,Female,Central,Gulu,Ateso,78,87,30,99,38,100,73,50,74,0.98
15,Female,Northern,Mbale,Luganda,88,100,76,74,57,100,70,70,62,0.91
17,Female,Central,Gulu,Luganda,57,88,86,79,79,100,93,56,52,0.89
16,Male,Northern,Mbarara,Lugisu,85,63,100,85,57,100,84,51,93,0.76
15,Female,Northern,Mbale,Luganda,100,67,71,87,44,90,78,55,65,0.91
15,Female,Northern,Jinja,Luganda,56,56,55,67,84,52,53,55,50,0.92
16,Female,Eastern,Gulu,Rukiga,78,100,49,52,60,100,68,53,92,0.95
17,Male,Northern,Gulu,Luganda,49,84,68,49,71,88,70,27,88,0.83
15,Female,Western,Mbale,Acholi,63,92,52,85,97,100,90,78,100,0.77
16,Male,Northern,Kampala,Runyankole,91,100,51,81,50,84,68,41,68,0.88
15,Female,Eastern,Arua,Luganda,99,100,46,36,71,100,100,17,80,0.82
16,Male,Northern,Wakiso,Acholi,90,86,74,57,50,98,68,17,66,0.76
15,Male,Northern,Kampala,Lugbara,95,100,90,78,88,73,68,89,83,0.82
15,Female,Northern,Mbale,Luganda,65,75,66,75,61,84,68,43,44,0.82
15,Female,Central,Mbale,Runyankole,100,73,26,66,90,50,82,60,68,0.86
16,Female,Eastern,Soroti,Luganda,82,66,77,34,61,60,74,89,36,0.9
17,Female,Central,Bushenyi,Lango,59,100,51,51,78,54,56,52,97,0.95
17,Male,Central,Pader,Luganda,60,60,50,33,64,82,67,43,79,0.87
17,Female,Northern,Kitgum,Rutooro,64,69,47,87,73,73,68,99,88,0.87
15,Female,Western,Mbarara,Rukonjo,71,83,53,52,44,86,57,63,60,0.84
15,Female,Northern,Mukono,Lusoga,72,75,100,76,81,91,80,65,94,0.79
16,Female,Western,Jinja,Luganda,68,14,100,58,40,100,45,17,100,0.87
17,Female,Western,Mbarara,Runyankole,51,83,86,29,68,65,54,70,59,0.91
17,Male,Central,Mbarara,Rutooro,63,100,94,85,48,94,53,97,27,0.92
15,Female,Western,Iganga,Luganda,78,100,31,30,86,95,34,21,67,0.83
17,Female,Western,Soroti,Luganda,92,56,90,51,54,70,76,54,100,0.88
16,Female,Western,Lira,Luganda,68,10,72,79,51,49,49,17,100,0.88
15,Female,Central,Amuru,Runyankole,90,62,100,93,47,60,100,73,93,0.93
15,Male,Northern,Wakiso,Luganda,100,82,69,46,46,91,84,54,67,0.93
17,Female,Northern,Mbale,Luganda,40,78,71,81,62,43,24,60,24,0.91
17,Female,Western,Busia,Acholi,78,100,67,61,73,85,86,92,54,0.97
16,Male,Eastern,Mukono,Japadhola,77,35,50,57,68,48,51,17,78,0.81
17,Female,Central,Amuru,Acholi,69,100,100,74,76,72,69,99,34,0.77
17,Female,Northern,Kitgum,Teso,66,64,100,82,52,100,49,41,66,0.93
